AT,BE,BG,CH,CZ,EE,ES,FI,FR,GR,HR,HU,LT,LV,NL,PL,PT,RO,RS,SI,SK
163.52789306640625,120.27178955078125,189.40850830078125,147.97293090820312,176.3357696533203,131.1028289794922,133.18539428710938,24.24998664855957,121.95559692382812,179.29005432128906,182.4534149169922,195.98272705078125,130.8238983154297,131.68141174316406,122.66818237304688,141.39230346679688,133.42822265625,188.404052734375,185.4567413330078,176.91314697265625,204.56842041015625
65.7096939086914,35.444068908691406,76.19959259033203,104.15414428710938,69.65403747558594,31.322481155395508,123.22460174560547,36.119346618652344,39.266605377197266,78.75403594970703,71.75127410888672,74.8577880859375,29.99905014038086,34.02913284301758,37.458580017089844,57.308902740478516,123.6977310180664,77.95463562011719,83.11849212646484,72.44335174560547,87.25515747070312
101.64251708984375,69.3072509765625,115.00589752197266,111.5787353515625,112.95719909667969,50.23243713378906,73.70375061035156,46.4307975769043,68.7944107055664,117.45230865478516,108.84056091308594,113.44287872314453,49.64353942871094,50.85643768310547,74.19674682617188,77.3027114868164,74.17298126220703,112.4083023071289,122.87733459472656,108.10496520996094,118.5146484375
131.6160888671875,104.3591537475586,128.32760620117188,120.1303939819336,147.0066680908203,80.80754089355469,137.73960876464844,67.85394287109375,104.14604949951172,122.45071411132812,132.73008728027344,131.47251892089844,156.59706115722656,157.30787658691406,94.6444091796875,149.69076538085938,136.98536682128906,130.76962280273438,134.26708984375,131.74945068359375,133.3203125
164.28573608398438,134.7520751953125,182.46726989746094,143.69052124023438,180.06297302246094,122.38141632080078,154.99801635742188,95.13812255859375,138.76678466796875,166.1678009033203,175.83509826660156,186.74575805664062,121.16622161865234,120.73432159423828,132.55853271484375,152.14080810546875,154.7574462890625,183.0990753173828,170.67237854003906,170.6381378173828,190.55319213867188
109.76873016357422,111.93946075439453,115.49813842773438,121.63314056396484,114.06272888183594,86.6174545288086,107.97154998779297,55.451515197753906,110.85074615478516,119.06468200683594,109.16156005859375,112.11556243896484,86.4422607421875,86.2840347290039,109.33773803710938,114.99651336669922,108.74600982666016,108.47535705566406,111.55855560302734,111.46307373046875,109.11457824707031
411.4676818847656,298.49322509765625,405.9065856933594,206.3429412841797,413.4800720214844,80.04475402832031,166.14605712890625,61.694766998291016,221.74517822265625,385.84075927734375,402.16485595703125,409.9688720703125,257.4120788574219,258.4820556640625,390.2950439453125,125.74468994140625,166.7586669921875,405.99627685546875,350.6478576660156,401.75238037109375,410.1666564941406
141.33050537109375,115.68605041503906,171.37696838378906,134.15347290039062,146.47154235839844,121.13264465332031,98.88792419433594,27.517175674438477,106.4025650024414,170.68771362304688,162.07749938964844,171.04273986816406,118.137451171875,119.30593872070312,117.03457641601562,144.9669952392578,99.93413543701172,168.62039184570312,176.1730194091797,158.6943817138672,181.0702667236328
226.54251098632812,191.18246459960938,199.92031860351562,165.1767120361328,231.91921997070312,139.11692810058594,120.83126831054688,58.814151763916016,140.30711364746094,148.96572875976562,229.48240661621094,268.6153564453125,201.1988067626953,202.05726623535156,230.9912567138672,198.44528198242188,121.37435913085938,201.41122436523438,205.0298309326172,227.21835327148438,270.4472351074219
97.05802154541016,78.88911437988281,99.62647247314453,109.34834289550781,98.7170639038086,30.797788619995117,119.38341522216797,29.458332061767578,82.81351470947266,103.45331573486328,101.84005737304688,101.1066665649414,30.846853256225586,29.42294692993164,77.64982604980469,67.98631286621094,121.0692138671875,101.85771179199219,105.10779571533203,101.28157806396484,106.33660888671875
