AT,BE,BG,CH,CZ,EE,ES,FI,FR,GR,HR,HU,LT,LV,NL,PL,PT,RO,RS,SI,SK
103.51000213623047,97.69999694824219,105.31999969482422,118.5,110.0,25.000001907348633,142.3000030517578,1.619999885559082,98.17000579833984,105.31999969482422,104.37998962402344,105.69000244140625,25.000001907348633,25.000001907348633,97.38999938964844,104.60999298095703,142.3000030517578,105.31999969482422,124.09999084472656,103.97000885009766,105.68999481201172
85.0,85.0,85.0,115.1500015258789,85.0,17.35000228881836,133.2100067138672,0.010000007227063179,85.0,85.0,85.0,85.0,17.35000228881836,17.35000228881836,85.0,88.29999542236328,133.2100067138672,85.0,108.09000396728516,85.0,85.0
83.86000061035156,75.8800048828125,84.88999938964844,108.05999755859375,93.01000213623047,23.989999771118164,137.77000427246094,-0.08999998867511749,76.44999694824219,84.88999938964844,84.59000396728516,85.5,23.989999771118164,23.989999771118164,74.77000427246094,78.45999908447266,137.77000427246094,84.88999938964844,81.9000015258789,84.27999877929688,86.08000946044922
78.55999755859375,66.88999938964844,79.77000427246094,100.51000213623047,90.44000244140625,25.020000457763672,134.9300079345703,-0.15000000596046448,67.84000396728516,100.5999984741211,79.36000061035156,80.62000274658203,25.020000457763672,25.020000457763672,66.20999908447266,70.75,134.9300079345703,79.77000427246094,75.87999725341797,78.98999786376953,81.35000610351562
75.06999969482422,62.189998626708984,75.7699966430664,99.00999450683594,84.0,25.000001907348633,131.9300079345703,-0.33000001311302185,63.08000183105469,97.0,75.2300033569336,76.4000015258789,25.000001907348633,25.000001907348633,61.56999969482422,70.08999633789062,131.9300079345703,75.7699966430664,72.02999877929688,74.91000366210938,76.6500015258789
65.86000061035156,47.17000198364258,68.25000762939453,100.91000366210938,85.0,25.020000457763672,128.92999267578125,-0.46000000834465027,45.529998779296875,68.24999237060547,67.30000305175781,69.22000122070312,25.020000457763672,25.020000457763672,46.5,59.6099967956543,128.92999267578125,68.25000762939453,69.4699935913086,66.70999908447266,69.92000579833984
82.86000061035156,48.97999954223633,86.62999725341797,96.95999145507812,112.36000061035156,8.49000072479248,129.0,-0.10000000894069672,38.37000274658203,97.87999725341797,85.22000122070312,88.1500015258789,8.49000072479248,8.49000072479248,49.14999771118164,72.64000701904297,129.0,86.62999725341797,74.69999694824219,84.26000213623047,89.2800064086914
103.02999877929688,68.23999786376953,107.31999969482422,107.13999938964844,134.99998474121094,35.04999923706055,133.0,0.07000000029802322,57.279998779296875,107.31999969482422,105.80000305175781,108.88999938964844,35.04999923706055,35.04999923706055,68.42000579833984,92.79999542236328,133.0,107.31999969482422,99.93000030517578,104.75,110.1500015258789
132.02999877929688,94.08000183105469,132.4300079345703,126.86000061035156,148.75999450683594,84.0999984741211,141.5,2.080000162124634,96.56000518798828,132.4300079345703,130.89999389648438,134.36000061035156,84.0999984741211,84.0999984741211,92.51000213623047,114.54999542236328,141.5,132.4300079345703,131.9199981689453,130.25999450683594,135.4399871826172
152.8000030517578,127.05999755859375,158.80999755859375,142.66998291015625,165.0,146.54000854492188,150.8300018310547,2.8500001430511475,129.00999450683594,158.8100128173828,155.6999969482422,160.66000366210938,146.54000854492188,146.54000854492188,125.24999237060547,146.5399932861328,150.8300018310547,158.80999755859375,150.01998901367188,153.94000244140625,160.6599884033203
150.05999755859375,127.54000091552734,160.13999938964844,145.29998779296875,165.85000610351562,151.44000244140625,157.1999969482422,3.5200002193450928,129.4600067138672,160.13999938964844,155.41000366210938,161.0800018310547,151.44000244140625,151.44000244140625,126.19999694824219,151.44000244140625,157.1999969482422,160.13999938964844,153.76998901367188,152.99000549316406,163.89999389648438
