timestamp,AL,AT,BA,BE,BG,CH,CZ,DE,DK,EE,ES,FI,FR,GE,GR,HR,HU,IE,IT,LT,LU,LV,MD,ME,MK,NL,NO,PL,PT,RO,RS,SE,SI,SK,UK,XK
2024-08-07 07:00:00+00:00,1011.0,6852.0,0.0,9000.0,3954.0,6564.0,7128.0,58357.0,4768.0,828.0,28680.0,8753.0,43864.0,2031.0,7853.0,2229.0,4165.0,3518.2,39967.0,1584.0,575.0,897.0,619.0,442.0,611.639175257732,13332.0,13161.0,19287.0,6039.0,5579.0,3588.0,13196.0,1186.0,2863.0,773.0,762.0
2024-08-07 07:15:00+00:00,1011.0,6926.0,0.0,9092.0,3954.0,6564.0,7192.0,58260.0,4768.0,828.0,28508.0,8717.0,43864.0,2031.0,7853.0,2244.0,4095.0,3604.4,39967.0,1584.0,579.0,897.0,619.0,442.0,611.0618556701031,13324.0,13161.0,19110.0,6039.0,5500.0,3588.0,13196.0,1186.0,2863.0,773.0,762.0
2024-08-07 07:30:00+00:00,1011.0,6892.0,0.0,9192.0,3954.0,6564.0,7243.0,58262.0,4768.0,828.0,29164.0,8717.0,43864.0,2031.0,7853.0,2248.0,4061.0,3690.6,39967.0,1584.0,577.0,897.0,619.0,442.0,610.4845360824743,13376.0,13161.0,19186.0,6039.0,5471.0,3588.0,13196.0,1186.0,2863.0,829.0,762.0
2024-08-07 07:45:00+00:00,1011.0,6928.0,0.0,9236.0,3954.0,6564.0,7287.0,58740.0,4768.0,828.0,29588.0,8768.0,43864.0,2031.0,7853.0,2238.0,4031.0,3776.8,39967.0,1584.0,582.0,897.0,619.0,442.0,609.9072164948453,13331.0,13161.0,19032.0,6039.0,5455.0,3588.0,13196.0,1186.0,2863.0,829.0,762.0
2024-08-07 08:00:00+00:00,1020.0,6989.0,942.0,9227.0,3980.0,6819.0,7329.0,58318.0,4970.0,822.0,30176.0,8783.0,44995.0,2057.0,8196.0,2256.0,3994.0,3863.0,40737.0,1518.0,590.0,892.0,609.0,469.0,609.3298969072165,13282.0,13297.0,18919.0,6357.0,5411.0,3685.0,13254.0,1059.0,2832.0,855.0,787.0
2024-08-07 08:15:00+00:00,1020.0,6996.0,942.0,9313.0,3980.0,6819.0,7352.0,59012.0,4970.0,822.0,30248.0,8874.0,44995.0,2057.0,8196.0,2264.0,3991.0,3863.0,40737.0,1518.0,593.0,892.0,609.0,469.0,608.7525773195877,13353.0,13297.0,19064.0,6357.0,5402.0,3685.0,13254.0,1059.0,2832.0,855.0,787.0
2024-08-07 08:30:00+00:00,1020.0,6958.0,942.0,9388.0,3980.0,6819.0,7361.0,59799.0,4970.0,822.0,30248.0,8837.0,44995.0,2057.0,8196.0,2277.0,3971.0,3878.0,40737.0,1518.0,593.0,892.0,609.0,469.0,608.1752577319587,13377.0,13297.0,19070.0,6357.0,5416.0,3685.0,13254.0,1059.0,2832.0,872.0,787.0
2024-08-07 08:45:00+00:00,1020.0,6953.0,942.0,9490.0,3980.0,6819.0,7435.0,59749.0,4970.0,822.0,30476.0,8819.0,44995.0,2057.0,8196.0,2294.0,3982.0,3878.0,40737.0,1518.0,598.0,892.0,609.0,469.0,607.5979381443299,13460.0,13297.0,19022.0,6357.0,5372.0,3685.0,13254.0,1059.0,2832.0,872.0,787.0
2024-08-07 09:00:00+00:00,1051.0,6888.0,968.0,9406.0,4011.0,7043.0,7580.0,59438.0,4908.0,790.0,30464.0,8871.0,45964.0,2056.0,8345.0,2324.0,3999.0,3856.0,41306.0,1476.0,602.0,877.0,609.0,486.0,607.020618556701,13290.0,13087.0,19134.0,6373.0,5338.0,3689.0,13203.0,999.0,2931.0,867.0,785.0
2024-08-07 09:15:00+00:00,1051.0,6867.0,968.0,9448.0,4011.0,7043.0,7611.0,60271.0,4908.0,790.0,30688.0,8865.0,45964.0,2056.0,8345.0,2346.0,4050.0,3856.0,41306.0,1476.0,608.0,877.0,609.0,486.0,606.4432989690722,13285.0,13087.0,19264.0,6373.0,5350.0,3689.0,13203.0,999.0,2931.0,867.0,785.0
2024-08-07 09:30:00+00:00,1051.0,6810.0,968.0,9554.0,4011.0,7043.0,7681.0,60658.0,4908.0,790.0,30688.0,8895.0,45964.0,2056.0,8345.0,2367.0,4081.0,3841.0,41306.0,1476.0,616.0,877.0,609.0,486.0,605.8659793814433,13366.0,13087.0,19072.0,6373.0,5416.0,3689.0,13203.0,999.0,2931.0,862.0,785.0
