AT,BE,BG,CH,CZ,EE,ES,FI,FR,GR,HR,HU,LT,LV,NL,PL,PT,RO,RS,SI,SK
103.51000213623047,97.70000457763672,105.31999969482422,118.49999237060547,110.0,24.99999237060547,142.3000030517578,1.6200028657913208,98.17000579833984,105.32000732421875,104.37998962402344,105.69000244140625,24.99999237060547,24.99999237060547,97.38999938964844,104.61000061035156,142.3000030517578,105.31999969482422,124.09999084472656,103.97001647949219,105.68999481201172
85.00000762939453,85.0,84.99999237060547,115.14999389648438,84.99999237060547,17.350008010864258,133.2100067138672,0.009997963905334473,85.0,85.0,85.0,84.99999237060547,17.350008010864258,17.350008010864258,85.00000762939453,88.29999542236328,133.2100067138672,84.99999237060547,108.09000396728516,85.0,85.0
83.86000061035156,75.87999725341797,84.8900146484375,108.06000518798828,93.01000213623047,23.98999786376953,137.77000427246094,-0.08999282121658325,76.44999694824219,84.88999938964844,84.59001159667969,85.50000762939453,23.98999786376953,23.98999786376953,74.77001190185547,78.45999908447266,137.77000427246094,84.8900146484375,81.89999389648438,84.27999114990234,86.08000946044922
78.56000518798828,66.88999938964844,79.7699966430664,100.51000213623047,90.44001007080078,25.020008087158203,134.92999267578125,-0.1499931961297989,67.83999633789062,100.5999984741211,79.35999298095703,80.62000274658203,25.020008087158203,25.020008087158203,66.20999145507812,70.75,134.92999267578125,79.7699966430664,75.8800048828125,78.989990234375,81.35000610351562
75.06999206542969,62.19001007080078,75.7699966430664,99.01000213623047,84.00000762939453,24.99999237060547,131.92999267578125,-0.3299943208694458,63.07999801635742,97.00000762939453,75.22999572753906,76.40000915527344,24.99999237060547,24.99999237060547,61.57000732421875,70.08999633789062,131.92999267578125,75.7699966430664,72.02999114990234,74.91000366210938,76.64999389648438
65.86000061035156,47.17000198364258,68.25000762939453,100.91000366210938,84.99999237060547,25.020008087158203,128.92999267578125,-0.46000000834465027,45.53000259399414,68.24999237060547,67.30000305175781,69.2199935913086,25.020008087158203,25.020008087158203,46.49999237060547,59.6099967956543,128.92999267578125,68.25000762939453,69.4699935913086,66.71000671386719,69.91999053955078
82.86000061035156,48.980010986328125,86.6300048828125,96.95999908447266,112.3599853515625,8.489998817443848,129.0,-0.09999779611825943,38.37000274658203,97.8800048828125,85.22000885009766,88.15000915527344,8.489998817443848,8.489998817443848,49.150001525878906,72.63999938964844,129.0,86.6300048828125,74.70000457763672,84.25999450683594,89.27999877929688
103.02999114990234,68.23999786376953,107.31998443603516,107.13999938964844,134.99998474121094,35.049991607666016,133.0,0.06999833136796951,57.279998779296875,107.31999969482422,105.79998779296875,108.8900146484375,35.049991607666016,35.049991607666016,68.41999816894531,92.79999542236328,133.0,107.31998443603516,99.92999267578125,104.75001525878906,110.14998626708984
132.02999877929688,94.07999420166016,132.42999267578125,126.85999298095703,148.75999450683594,84.10000610351562,141.5,2.079996109008789,96.56000518798828,132.42999267578125,130.89999389648438,134.36001586914062,84.10000610351562,84.10000610351562,92.510009765625,114.54999542236328,141.5,132.42999267578125,131.9199981689453,130.260009765625,135.44000244140625
152.79998779296875,127.05999755859375,158.8100128173828,142.67001342773438,165.0,146.54000854492188,150.8300018310547,2.8499958515167236,129.00999450683594,158.8099822998047,155.69998168945312,160.66000366210938,146.54000854492188,146.54000854492188,125.24999237060547,146.5399932861328,150.8300018310547,158.8100128173828,150.02000427246094,153.9400177001953,160.66000366210938
150.05999755859375,127.54000091552734,160.13999938964844,145.29998779296875,165.84999084472656,151.44000244140625,157.1999969482422,3.5200047492980957,129.4600067138672,160.13999938964844,155.41000366210938,161.0800018310547,151.44000244140625,151.44000244140625,126.19998931884766,151.44000244140625,157.1999969482422,160.13999938964844,153.77000427246094,152.99000549316406,163.89999389648438
150.0,124.53999328613281,149.99998474121094,138.59999084472656,138.3000030517578,110.07999420166016,154.72999572753906,3.4699947834014893,125.6300048828125,150.0,148.70999145507812,152.010009765625,110.07999420166016,110.07999420166016,123.93999481201172,127.06999969482422,154.72999572753906,149.99998474121094,137.62998962402344,147.9199981689453,155.12001037597656
137.16998291015625,122.04999542236328,133.89999389648438,135.77000427246094,142.1599884033203,93.04000854492188,147.3000030517578,3.430004358291626,122.9000015258789,133.89999389648438,135.80999755859375,137.00999450683594,93.04000854492188,93.04000854492188,121.43999481201172,93.03999328613281,147.3000030517578,133.89999389648438,133.25999450683594,136.00001525878906,139.1899871826172
133.7899932861328,116.47999572753906,129.73001098632812,133.75999450683594,133.8300018310547,84.0899887084961,139.10000610351562,3.5299949645996094,117.25,129.72999572753906,130.4399871826172,131.04000854492188,84.0899887084961,84.0899887084961,115.9699935913086,94.4800033569336,139.10000610351562,129.73001098632812,127.05998992919922,130.49000549316406,132.3199920654297
126.07999420166016,115.45999908447266,126.07999420166016,130.41000366210938,124.33999633789062,84.10000610351562,132.25999450683594,4.55000114440918,115.88999938964844,126.08000183105469,124.40000915527344,124.02001190185547,84.10000610351562,84.10000610351562,115.18000030517578,105.37998962402344,132.25999450683594,126.07999420166016,130.0500030517578,124.05000305175781,124.16998291015625
129.75,125.489990234375,129.82000732421875,132.17999267578125,130.8100128173828,84.10000610351562,130.0,4.670001983642578,118.70999908447266,129.8199920654297,129.95999145507812,129.8400115966797,84.10000610351562,84.10000610351562,126.39998626708984,128.75,130.0,129.82000732421875,140.07000732421875,130.0,129.7899932861328
143.3199920654297,131.9499969482422,146.0,136.08999633789062,143.4600067138672,110.02000427246094,126.55999755859375,4.809998035430908,115.94999694824219,146.0,145.12998962402344,145.83001708984375,110.02000427246094,110.02000427246094,134.04998779296875,151.260009765625,126.55999755859375,146.0,143.19000244140625,144.74002075195312,146.49000549316406
157.2899932861328,140.12001037597656,168.32998657226562,144.9399871826172,162.44000244140625,110.04000091552734,135.0,5.039994239807129,124.62000274658203,168.3300018310547,164.739990234375,168.12998962402344,110.04000091552734,110.04000091552734,141.9300079345703,186.1099853515625,135.0,168.32998657226562,158.4300079345703,163.05999755859375,170.6899871826172
